PeriodStartUTC0,TemperatureAir,RelativeHumidity,NetRadiation,PAR,CMP,CMPRefl,TemperatureSoil5cm,TemperatureSoil10cm,TemperatureSoil30cm,SoilMoisture
2020-04-14T16:00:00.000000Z,3.29,58.4,29.0,208.33,103.04,19.86,4.21,4.13,3.61,0.4313517651428187
2020-04-14T16:30:00.000000Z,2.97,52.0,-30.17,100.5,42.56,7.5,4.04,4.1,3.62,0.4304576454162605
2020-04-14T17:00:00.000000Z,2.59,53.7,-43.66,47.1,18.41,3.42,3.75,4.05,3.62,0.4304576454162605
2020-04-14T17:30:00.000000Z,2.44,52.6,-49.33,10.21,0.26,0.17,3.48,3.96,3.61,0.4304576454162605
2020-04-14T18:00:00.000000Z,2.2,54.5,-43.66,0.57,-3.74,-0.37,3.23,3.85,3.59,0.4304576454162605
2020-04-14T18:30:00.000000Z,1.87,55.4,-35.74,-0.13,-3.28,-0.27,3.03,3.74,3.56,0.4304576454162605
2020-04-14T19:00:00.000000Z,1.97,61.1,-32.3,0.02,-3.12,-0.27,2.88,3.62,3.52,0.4304576454162605
2020-04-14T19:30:00.000000Z,1.67,60.1,-43.71,-0.06,-3.76,-0.23,2.76,3.53,3.48,0.4304576454162605
2020-04-14T20:00:00.000000Z,0.43,63.7,-45.1,-0.08,-4.73,-0.37,2.62,3.43,3.43,0.4304576454162605
2020-04-14T20:30:00.000000Z,-0.46,67.8,-38.69,-0.11,-3.72,0.01,2.5,3.33,3.38,0.4304576454162605
2020-04-14T21:00:00.000000Z,-0.24,72.5,-22.21,0.08,-1.75,0.36,2.39,3.24,3.33,0.4304576454162605
2020-04-14T21:30:00.000000Z,-0.02,71.5,-20.36,-0.03,-1.61,0.2,2.32,3.16,3.28,0.4304576454162605
2020-04-14T22:00:00.000000Z,0.22,74.7,-13.89,0.1,-1.0,0.2,2.27,3.09,3.23,0.4304576454162605
2020-04-14T22:30:00.000000Z,1.21,69.8,-10.23,-0.12,-0.62,0.22,2.24,3.03,3.18,0.4304576454162605
2020-04-14T23:00:00.000000Z,1.81,71.4,-13.92,0.02,-0.68,0.93,2.22,2.98,3.13,0.4304576454162605
2020-04-14T23:30:00.000000Z,1.73,73.7,-13.59,0.24,-0.6,0.91,2.23,2.95,3.09,0.4304576454162605
2020-04-15T00:00:00.000000Z,0.98,71.7,-28.6,-0.13,-0.99,1.5,2.22,2.91,3.05,0.4295673281560677
2020-04-15T00:30:00.000000Z,0.37,71.4,-5.48,-0.04,-0.17,0.73,2.15,2.88,3.01,0.4295673281560677
2020-04-15T01:00:00.000000Z,0.25,69.0,-3.47,-0.16,-0.15,0.39,2.05,2.84,2.97,0.4304576454162605
2020-04-15T01:30:00.000000Z,0.22,68.8,-4.68,-0.09,-0.14,0.46,1.99,2.79,2.94,0.4313517651428187
2020-04-15T02:00:00.000000Z,0.32,70.0,-9.4,-0.04,-0.32,0.9,1.95,2.74,2.9,0.4313517651428187
2020-04-15T02:30:00.000000Z,0.42,76.3,-11.23,0.23,-0.29,1.17,1.93,2.69,2.86,0.43224973399316413
2020-04-15T03:00:00.000000Z,0.57,77.8,-12.78,1.97,0.71,1.78,1.91,2.65,2.82,0.43405740793991754
2020-04-15T03:30:00.000000Z,1.33,84.2,-38.68,7.65,1.43,2.25,1.89,2.6,2.76,0.4367989796460372
2020-04-15T04:00:00.000000Z,2.67,87.9,-162.07,32.17,13.94,3.03,1.86,2.56,2.71,0.43957780129767077
2020-04-15T04:30:00.000000Z,3.43,91.8,43.14,151.69,73.39,12.84,1.89,2.51,2.68,0.44145171281766027
2020-04-15T05:00:00.000000Z,4.11,91.5,48.8,239.03,112.11,15.78,2.02,2.49,2.65,0.4423952314698276
2020-04-15T05:30:00.000000Z,4.99,86.6,81.72,471.94,230.93,31.39,2.3,2.5,2.63,0.44145171281766027
2020-04-15T06:00:00.000000Z,5.2,82.8,92.39,402.14,192.88,24.53,2.75,2.58,2.62,0.44145171281766027
2020-04-15T06:30:00.000000Z,5.12,83.9,91.34,473.21,229.42,30.83,3.18,2.7,2.62,0.4405125866695996
2020-04-15T07:00:00.000000Z,5.72,79.5,118.84,481.38,233.31,29.87,3.59,2.87,2.64,0.4405125866695996
2020-04-15T07:30:00.000000Z,5.95,76.9,128.74,450.54,216.9,27.36,3.95,3.04,2.67,0.43957780129767077
2020-04-15T08:00:00.000000Z,6.41,70.7,197.97,649.63,319.84,41.77,4.25,3.23,2.72,0.43864730544737585
2020-04-15T08:30:00.000000Z,6.88,68.2,231.64,723.69,363.29,48.59,4.59,3.4,2.78,0.4377210483351939
2020-04-15T09:00:00.000000Z,6.99,65.8,266.64,823.65,418.64,57.91,4.94,3.58,2.85,0.4377210483351939
2020-04-15T09:30:00.000000Z,7.6,60.3,312.0,930.45,482.14,68.43,5.32,3.78,2.93,0.4367989796460372
2020-04-15T10:00:00.000000Z,7.86,59.1,315.65,1010.35,522.56,76.35,5.71,3.99,3.02,0.4358810495307619
2020-04-15T10:30:00.000000Z,7.71,54.7,329.43,1074.24,558.5,86.61,5.96,4.21,3.12,0.4349672086036498
2020-04-15T11:00:00.000000Z,7.89,53.5,338.33,1098.97,571.99,92.17,6.09,4.4,3.23,0.4349672086036498
2020-04-15T11:30:00.000000Z,8.36,49.8,363.72,1173.51,615.06,102.26,6.22,4.56,3.35,0.4349672086036498
2020-04-15T12:00:00.000000Z,8.23,50.8,296.0,994.52,517.32,87.5,6.39,4.72,3.48,0.43405740793991754
2020-04-15T12:30:00.000000Z,8.34,48.8,304.3,1041.51,543.11,95.18,6.51,4.89,3.61,0.43315159907321954
2020-04-15T13:00:00.000000Z,8.48,49.5,290.87,1015.42,528.31,95.37,6.54,5.04,3.74,0.43315159907321954
2020-04-15T13:30:00.000000Z,8.64,47.6,235.19,878.4,450.2,83.34,6.58,5.17,3.87,0.43315159907321954
2020-04-15T14:00:00.000000Z,8.37,47.5,201.33,790.39,401.76,77.19,6.59,5.27,3.99,0.43224973399316413
2020-04-15T14:30:00.000000Z,8.44,46.9,160.08,689.32,346.05,73.09,6.55,5.35,4.11,0.4313517651428187
2020-04-15T15:00:00.000000Z,8.5,46.6,102.91,557.32,272.32,64.05,6.5,5.4,4.21,0.4313517651428187
2020-04-15T15:30:00.000000Z,8.55,43.5,51.79,413.73,199.14,53.78,6.37,5.44,4.29,0.4313517651428187
2020-04-15T16:00:00.000000Z,8.13,43.6,-1.78,241.52,113.93,35.49,6.16,5.45,4.36,0.4313517651428187
2020-04-15T16:30:00.000000Z,6.95,48.1,-48.7,86.06,25.07,3.3,5.86,5.42,4.41,0.4304576454162605
2020-04-15T17:00:00.000000Z,5.8,60.7,-53.14,48.05,11.89,1.45,5.52,5.36,4.44,0.4304576454162605
2020-04-15T17:30:00.000000Z,3.19,65.7,-54.13,14.04,-1.49,-0.65,5.16,5.28,4.46,0.4304576454162605
2020-04-15T18:00:00.000000Z,1.66,67.3,-45.76,1.17,-3.81,-0.4,4.77,5.15,4.45,0.4304576454162605
2020-04-15T18:30:00.000000Z,2.78,64.3,-30.57,0.02,-2.04,-0.1,4.45,5.0,4.43,0.4304576454162605
2020-04-15T19:00:00.000000Z,4.52,67.8,-15.51,0.02,-1.28,-0.3,4.3,4.84,4.39,0.4304576454162605
2020-04-15T19:30:00.000000Z,4.63,70.0,-25.49,-0.03,-1.57,0.83,4.26,4.71,4.35,0.4304576454162605
2020-04-15T20:00:00.000000Z,4.22,74.7,-30.85,-0.14,-2.06,2.13,4.27,4.63,4.3,0.4304576454162605
2020-04-15T20:30:00.000000Z,4.1,75.7,-27.72,-0.04,-1.29,2.09,4.27,4.57,4.25,0.4304576454162605
2020-04-15T21:00:00.000000Z,4.04,78.9,-26.17,0.0,-1.22,1.36,4.26,4.52,4.2,0.4304576454162605
2020-04-15T21:30:00.000000Z,3.98,79.7,-22.98,-0.1,-0.98,1.54,4.23,4.47,4.15,0.4295673281560677
2020-04-15T22:00:00.000000Z,3.7,77.0,-21.73,-0.02,-0.52,1.63,4.21,4.45,4.12,0.4304576454162605
2020-04-15T22:30:00.000000Z,3.37,76.7,-16.94,0.0,-0.29,1.07,4.15,4.42,4.09,0.43864730544737585
2020-04-15T23:00:00.000000Z,3.36,82.7,-9.74,0.05,-0.19,0.62,4.08,4.37,4.06,0.4481515430335916
2020-04-15T23:30:00.000000Z,3.47,87.2,-7.06,0.07,-0.08,0.49,4.03,4.31,4.02,0.45711176519707664
2020-04-16T00:00:00.000000Z,3.38,85.1,-7.76,0.24,-0.11,0.61,4.02,4.27,3.99,0.455085105515006
2020-04-16T00:30:00.000000Z,3.31,88.8,-8.79,-0.06,-0.34,0.58,4.0,4.24,3.96,0.455085105515006
2020-04-16T01:00:00.000000Z,3.31,88.0,-6.31,0.06,-0.18,0.55,3.98,4.21,3.93,0.455085105515006
2020-04-16T01:30:00.000000Z,2.83,84.5,-10.68,0.01,-0.36,0.7,3.95,4.19,3.9,0.4581329951526598
2020-04-16T02:00:00.000000Z,2.39,85.1,-7.43,-0.06,-0.26,0.57,3.9,4.16,3.88,0.4581329951526598
2020-04-16T02:30:00.000000Z,2.38,90.1,-6.3,0.42,0.01,0.49,3.86,4.12,3.86,0.455085105515006
2020-04-16T03:00:00.000000Z,2.97,88.0,-14.12,9.32,3.19,0.96,3.83,4.09,3.83,0.455085105515006
2020-04-16T03:30:00.000000Z,3.88,86.7,-21.53,33.67,12.96,2.16,3.8,4.06,3.81,0.45407955699999825
2020-04-16T04:00:00.000000Z,3.57,78.0,-46.37,90.51,35.31,4.81,3.77,4.04,3.79,0.45208372949483344
2020-04-16T04:30:00.000000Z,3.55,82.5,3.24,150.27,70.71,9.0,3.7,4.0,3.77,0.45208372949483344
2020-04-16T05:00:00.000000Z,2.81,83.0,34.88,207.32,99.84,12.66,3.76,3.97,3.75,0.4510933347804773
2020-04-16T05:30:00.000000Z,2.63,83.3,8.82,87.48,38.33,4.79,3.87,3.97,3.73,0.4510933347804773
2020-04-16T06:00:00.000000Z,2.69,83.4,15.86,105.71,46.3,5.57,3.9,3.98,3.71,0.4510933347804773
2020-04-16T06:30:00.000000Z,3.44,91.3,128.91,590.4,295.38,37.9,3.99,3.96,3.7,0.450107876450887
2020-04-16T07:00:00.000000Z,4.16,86.8,106.15,538.34,262.67,32.99,4.41,4.0,3.69,0.4510933347804773
2020-04-16T07:30:00.000000Z,4.0,88.8,26.44,210.71,92.66,11.76,4.77,4.1,3.69,0.44912729790320327
2020-04-16T08:00:00.000000Z,4.09,85.8,27.81,214.98,92.87,11.64,4.83,4.23,3.71,0.4481515430335916
2020-04-16T08:30:00.000000Z,3.08,79.9,52.94,332.0,147.52,17.95,4.82,4.33,3.73,0.4471805562346729
2020-04-16T09:00:00.000000Z,2.98,81.8,81.04,414.7,188.7,22.92,4.81,4.38,3.76,0.44525266688620846
2020-04-16T09:30:00.000000Z,3.45,87.8,88.22,445.25,205.15,24.42,4.87,4.38,3.79,0.44429565558101203
2020-04-16T10:00:00.000000Z,3.96,85.4,135.59,597.96,280.96,34.5,5.04,4.42,3.81,0.44334319483009654
2020-04-16T10:30:00.000000Z,5.0,83.8,166.38,700.2,340.72,41.52,5.34,4.48,3.84,0.44429565558101203
2020-04-16T11:00:00.000000Z,5.3,76.1,195.94,713.04,355.83,44.02,5.66,4.61,3.87,0.44429565558101203
2020-04-16T11:30:00.000000Z,4.04,80.8,35.38,265.25,118.49,15.27,5.86,4.73,3.92,0.44334319483009654
2020-04-16T12:00:00.000000Z,4.41,88.0,245.48,917.06,449.69,57.06,5.84,4.84,3.97,0.450107876450887
2020-04-16T12:30:00.000000Z,5.98,82.5,248.14,888.89,451.51,58.89,6.07,4.93,4.03,0.4510933347804773
2020-04-16T13:00:00.000000Z,6.69,73.4,238.62,826.86,420.59,58.61,6.38,5.06,4.09,0.450107876450887
2020-04-16T13:30:00.000000Z,7.34,64.2,296.74,977.01,506.51,76.62,6.61,5.22,4.16,0.44912729790320327
2020-04-16T14:00:00.000000Z,7.09,59.2,217.0,806.23,408.26,67.89,6.74,5.37,4.24,0.4471805562346729
2020-04-16T14:30:00.000000Z,7.0,57.0,158.84,677.71,338.04,65.6,6.66,5.48,4.33,0.44621428239294403
2020-04-16T15:00:00.000000Z,6.77,56.0,110.6,560.89,274.59,60.89,6.49,5.54,4.43,0.44334319483009654
2020-04-16T15:30:00.000000Z,6.75,53.6,77.52,445.67,220.0,55.95,6.31,5.55,4.51,0.44145171281766027
2020-04-16T16:00:00.000000Z,6.14,52.1,3.36,251.11,122.22,37.44,6.09,5.54,4.58,0.43957780129767077
2020-04-16T16:30:00.000000Z,5.45,56.3,-56.28,82.87,24.96,3.19,5.72,5.49,4.63,0.43864730544737585
2020-04-16T17:00:00.000000Z,5.05,56.5,-63.95,50.2,13.15,1.63,5.33,5.42,4.66,0.43864730544737585
2020-04-16T17:30:00.000000Z,4.53,59.0,-68.96,17.29,1.55,0.52,4.97,5.31,4.66,0.4377210483351939
2020-04-16T18:00:00.000000Z,3.89,57.0,-73.74,1.63,-5.25,-0.37,4.64,5.18,4.65,0.4367989796460372
2020-04-16T18:30:00.000000Z,3.41,61.1,-73.45,-0.09,-6.09,-0.44,4.33,5.03,4.62,0.4358810495307619
2020-04-16T19:00:00.000000Z,3.2,60.9,-72.82,-0.1,-5.87,-0.36,4.05,4.88,4.58,0.4367989796460372
2020-04-16T19:30:00.000000Z,3.03,61.0,-73.61,-0.08,-5.83,-0.36,3.8,4.73,4.52,0.4358810495307619
2020-04-16T20:00:00.000000Z,2.87,61.9,-72.63,0.07,-5.87,-0.29,3.58,4.58,4.46,0.4358810495307619
2020-04-16T20:30:00.000000Z,2.28,62.4,-61.9,-0.1,-5.78,-0.28,3.38,4.44,4.39,0.4358810495307619
2020-04-16T21:00:00.000000Z,1.69,65.8,-44.45,-0.04,-3.85,-0.12,3.22,4.3,4.32,0.4358810495307619
2020-04-16T21:30:00.000000Z,2.55,64.6,-38.86,-0.08,-2.99,0.06,3.12,4.17,4.25,0.4358810495307619
2020-04-16T22:00:00.000000Z,3.69,60.3,-46.08,-0.14,-3.37,-0.29,3.04,4.06,4.17,0.4349672086036498
2020-04-16T22:30:00.000000Z,3.71,61.3,-44.98,-0.2,-3.26,0.25,3.0,3.96,4.1,0.4349672086036498
2020-04-16T23:00:00.000000Z,3.37,59.0,-65.87,-0.09,-5.01,-0.24,2.95,3.89,4.03,0.4349672086036498
2020-04-16T23:30:00.000000Z,3.7,60.7,-48.77,-0.01,-3.6,-0.41,2.84,3.8,3.97,0.4349672086036498
2020-04-17T00:00:00.000000Z,3.45,55.4,-70.83,0.05,-5.11,-0.41,2.77,3.73,3.91,0.43405740793991754
2020-04-17T00:30:00.000000Z,3.16,56.9,-72.89,-0.1,-5.3,-0.48,2.66,3.65,3.85,0.4349672086036498
2020-04-17T01:00:00.000000Z,3.08,55.9,-73.41,-0.09,-5.22,-0.48,2.55,3.58,3.79,0.43405740793991754
2020-04-17T01:30:00.000000Z,2.85,55.1,-72.15,-0.22,-5.39,-0.51,2.44,3.49,3.73,0.43405740793991754
2020-04-17T02:00:00.000000Z,2.6,55.9,-73.66,0.14,-5.2,-0.37,2.35,3.41,3.67,0.43405740793991754
2020-04-17T02:30:00.000000Z,2.47,56.1,-74.19,2.35,-4.0,-0.21,2.26,3.33,3.61,0.43405740793991754
2020-04-17T03:00:00.000000Z,2.4,54.3,-68.66,21.23,4.0,1.0,2.18,3.25,3.55,0.43405740793991754
2020-04-17T03:30:00.000000Z,2.47,59.0,-49.32,80.25,44.2,14.77,2.11,3.17,3.5,0.4295673281560677
2020-04-17T04:00:00.000000Z,2.69,63.4,-26.61,187.71,104.43,30.07,2.07,3.1,3.44,0.428680767150897
2020-04-17T04:30:00.000000Z,2.96,67.2,-4.06,330.64,171.33,40.48,2.05,3.02,3.39,0.428680767150897
2020-04-17T05:00:00.000000Z,3.36,67.2,38.34,487.74,248.06,43.8,2.08,2.96,3.34,0.428680767150897
2020-04-17T07:30:00.000000Z,4.98,61.2,178.53,633.63,320.25,47.27,3.72,3.28,3.21,0.4277979166329917
2020-04-17T08:00:00.000000Z,5.16,59.8,227.27,762.88,391.42,58.6,4.09,3.43,3.23,0.4277979166329917
2020-04-17T09:00:00.000000Z,6.19,52.9,350.2,1094.24,572.92,90.55,4.88,3.79,3.32,0.42691873127575164
2020-04-17T09:30:00.000000Z,5.61,52.5,171.6,589.98,291.25,46.28,5.22,4.0,3.39,0.42691873127575164
2020-04-17T10:00:00.000000Z,6.0,53.0,347.17,1095.09,568.7,92.02,5.32,4.19,3.47,0.42604316619127314
2020-04-17T10:30:00.000000Z,6.66,48.1,381.34,1194.13,626.91,102.98,5.61,4.34,3.56,0.42604316619127314
2020-04-17T11:00:00.000000Z,6.66,47.3,310.35,1006.33,517.27,85.55,5.95,4.5,3.66,0.42604316619127314
2020-04-17T11:30:00.000000Z,6.88,45.3,352.55,1144.41,596.32,101.11,6.16,4.69,3.76,0.4251711769279076
2020-04-17T12:00:00.000000Z,6.99,43.3,312.04,1034.79,533.2,91.24,6.24,4.86,3.87,0.4251711769279076
2020-04-17T12:30:00.000000Z,6.48,42.4,187.92,660.16,330.06,55.45,6.28,5.01,3.98,0.4251711769279076
2020-04-17T13:00:00.000000Z,6.84,44.2,204.09,753.18,375.54,65.66,6.26,5.13,4.09,0.4251711769279076
2020-04-17T13:30:00.000000Z,7.22,42.0,253.9,852.49,438.85,79.49,6.24,5.22,4.19,0.4251711769279076
2020-04-17T14:00:00.000000Z,7.35,41.6,198.98,810.13,411.04,79.87,6.23,5.28,4.27,0.4243027194678448
2020-04-17T14:30:00.000000Z,7.1,39.6,141.7,664.45,331.48,72.32,6.08,5.32,4.35,0.4243027194678448
2020-04-17T15:00:00.000000Z,7.05,38.4,97.29,553.85,273.16,66.47,5.85,5.33,4.42,0.4243027194678448
2020-04-17T15:30:00.000000Z,6.83,39.3,50.45,420.75,204.66,56.85,5.6,5.3,4.47,0.42343775022465513
2020-04-17T16:00:00.000000Z,6.51,43.0,1.89,258.62,124.5,38.44,5.35,5.24,4.51,0.42343775022465513
2020-04-17T16:30:00.000000Z,5.96,44.1,-54.45,96.79,29.23,4.13,5.07,5.17,4.53,0.42343775022465513
2020-04-17T17:00:00.000000Z,5.69,45.0,-61.52,59.72,16.6,2.49,4.76,5.07,4.53,0.42343775022465513
2020-04-17T17:30:00.000000Z,5.34,45.1,-70.41,21.63,3.92,0.98,4.47,4.95,4.52,0.42343775022465513
2020-04-17T18:00:00.000000Z,4.87,46.1,-73.44,2.18,-4.6,-0.45,4.19,4.82,4.49,0.42343775022465513
2020-04-17T18:30:00.000000Z,4.48,46.9,-74.32,0.03,-5.92,-0.66,3.92,4.69,4.45,0.42343775022465513
2020-04-17T19:00:00.000000Z,4.04,51.4,-72.32,-0.12,-5.92,-0.68,3.68,4.55,4.39,0.42343775022465513
2020-04-17T19:30:00.000000Z,3.68,52.1,-70.35,-0.01,-5.85,-0.6,3.46,4.42,4.33,0.42343775022465513
2020-04-17T20:00:00.000000Z,3.58,54.8,-71.64,-0.08,-5.66,-0.59,3.26,4.28,4.27,0.42343775022465513
2020-04-17T20:30:00.000000Z,3.63,54.5,-71.05,-0.03,-5.44,-0.52,3.09,4.15,4.2,0.42343775022465513
2020-04-17T21:00:00.000000Z,3.64,55.1,-72.68,-0.02,-5.39,-0.53,2.96,4.03,4.13,0.42343775022465513
2020-04-17T21:30:00.000000Z,3.56,54.4,-71.49,0.04,-5.37,-0.53,2.84,3.92,4.06,0.42343775022465513
2020-04-17T22:00:00.000000Z,3.44,55.3,-71.48,-0.06,-5.38,-0.55,2.72,3.81,3.99,0.42343775022465513
2020-04-17T22:30:00.000000Z,3.28,55.1,-71.51,-0.06,-5.32,-0.53,2.61,3.71,3.91,0.42343775022465513
2020-04-17T23:00:00.000000Z,3.11,56.0,-69.87,-0.01,-5.44,-0.53,2.5,3.61,3.84,0.42343775022465513
2020-04-17T23:30:00.000000Z,2.94,56.6,-69.42,-0.13,-5.49,-0.57,2.39,3.52,3.78,0.42343775022465513
2020-04-18T00:00:00.000000Z,2.89,57.8,-66.55,-0.04,-5.35,-0.54,2.31,3.42,3.71,0.42343775022465513
2020-04-18T00:30:00.000000Z,2.83,56.5,-67.18,-0.12,-5.48,-0.57,2.23,3.34,3.64,0.42343775022465513
2020-04-18T01:00:00.000000Z,2.97,58.6,-45.85,-0.14,-3.83,-0.54,2.16,3.25,3.58,0.42343775022465513
2020-04-18T01:30:00.000000Z,3.19,59.0,-32.59,-0.0,-2.64,-0.44,2.13,3.18,3.52,0.42343775022465513
2020-04-18T02:00:00.000000Z,3.22,61.2,-35.7,0.06,-2.83,-0.41,2.12,3.11,3.46,0.42343775022465513
2020-04-18T02:30:00.000000Z,3.18,61.9,-29.06,2.14,-1.5,-0.24,2.13,3.06,3.41,0.42343775022465513
2020-04-18T03:00:00.000000Z,3.25,61.8,-21.85,15.52,5.29,0.73,2.15,3.02,3.35,0.42343775022465513
2020-04-18T03:30:00.000000Z,3.3,64.1,-7.32,61.41,35.88,9.24,2.2,2.99,3.31,0.42343775022465513
2020-04-18T04:00:00.000000Z,3.63,68.6,12.96,199.41,116.9,29.94,2.3,2.96,3.26,0.42343775022465513
2020-04-18T04:30:00.000000Z,3.98,66.3,0.75,335.6,177.42,43.57,2.45,2.96,3.23,0.42343775022465513
2020-04-18T05:00:00.000000Z,4.05,66.9,21.71,439.1,221.69,43.17,2.56,2.98,3.2,0.42343775022465513
2020-04-18T05:30:00.000000Z,4.41,63.9,61.63,574.27,290.55,51.95,2.73,3.02,3.17,0.42343775022465513
2020-04-18T06:00:00.000000Z,5.0,61.0,117.99,737.43,381.15,66.41,2.97,3.07,3.16,0.42343775022465513
2020-04-18T06:30:00.000000Z,5.56,58.0,161.32,843.07,442.4,76.75,3.3,3.17,3.15,0.4225762260408925
2020-04-18T07:00:00.000000Z,5.91,57.2,207.4,951.5,504.54,86.75,3.71,3.3,3.16,0.4225762260408925
2020-04-18T07:30:00.000000Z,6.3,55.6,237.89,961.24,509.03,84.1,4.19,3.48,3.19,0.4217181041856537
2020-04-18T08:00:00.000000Z,6.43,55.0,210.94,816.68,420.86,68.25,4.65,3.69,3.24,0.4217181041856537
2020-04-18T08:30:00.000000Z,6.85,51.8,270.56,928.68,484.77,79.21,5.07,3.92,3.31,0.4217181041856537
2020-04-18T09:00:00.000000Z,7.26,49.3,339.97,1122.61,590.72,97.26,5.46,4.14,3.4,0.4217181041856537
2020-04-18T09:30:00.000000Z,7.74,46.0,374.18,1218.22,646.09,107.17,5.84,4.36,3.51,0.4217181041856537
2020-04-18T10:00:00.000000Z,7.88,45.8,373.16,1192.82,630.38,105.03,6.2,4.58,3.62,0.4217181041856537
2020-04-18T10:30:00.000000Z,8.03,45.5,390.62,1253.19,657.77,110.01,6.57,4.8,3.74,0.42086334235218725
2020-04-18T11:00:00.000000Z,8.09,45.5,447.97,1379.68,735.55,125.12,6.96,5.03,3.87,0.42086334235218725
2020-04-18T11:30:00.000000Z,8.0,42.1,372.59,1228.02,649.7,111.84,7.26,5.26,4.0,0.42086334235218725
2020-04-18T12:00:00.000000Z,7.9,40.1,345.82,1173.83,619.9,108.74,7.25,5.49,4.15,0.42086334235218725
2020-04-18T12:30:00.000000Z,7.94,38.9,314.51,1094.88,575.36,102.81,7.18,5.66,4.29,0.42001189865547817
2020-04-18T13:00:00.000000Z,7.76,40.3,280.11,1006.5,526.95,97.03,7.11,5.79,4.44,0.42001189865547817
2020-04-18T13:30:00.000000Z,7.71,39.6,238.86,907.83,471.58,88.93,7.02,5.89,4.57,0.42001189865547817
2020-04-18T14:00:00.000000Z,7.53,36.8,191.46,796.64,411.02,81.1,6.92,5.95,4.69,0.41916373162984266
2020-04-18T14:30:00.000000Z,6.94,35.6,144.74,677.9,346.47,76.73,6.74,5.97,4.79,0.41916373162984266
2020-04-18T15:00:00.000000Z,6.52,36.8,95.38,554.46,277.93,68.2,6.48,5.96,4.88,0.41916373162984266
2020-04-18T15:30:00.000000Z,6.24,37.9,48.01,422.95,208.14,58.06,6.18,5.91,4.94,0.41916373162984266
2020-04-18T16:00:00.000000Z,6.2,42.6,0.21,258.42,124.37,37.48,5.89,5.83,4.98,0.41916373162984266
2020-04-18T16:30:00.000000Z,5.79,45.0,-55.41,96.18,29.2,4.2,5.59,5.73,4.99,0.41916373162984266
2020-04-18T17:00:00.000000Z,5.56,44.8,-61.24,59.76,16.32,2.42,5.28,5.62,4.99,0.41916373162984266
2020-04-18T17:30:00.000000Z,5.34,45.0,-66.77,22.59,3.9,0.87,4.98,5.48,4.97,0.42001189865547817
2020-04-18T18:00:00.000000Z,5.18,45.0,-72.51,2.91,-3.99,-0.34,4.7,5.34,4.93,0.42001189865547817
2020-04-18T18:30:00.000000Z,4.75,46.4,-72.07,-0.2,-5.65,-0.7,4.43,5.2,4.88,0.41916373162984266
2020-04-18T19:00:00.000000Z,4.48,49.8,-48.73,-0.34,-3.96,-0.55,4.2,5.05,4.82,0.41916373162984266
2020-04-18T19:30:00.000000Z,4.55,52.3,-22.37,-0.26,-1.85,-0.4,4.08,4.91,4.75,0.41831880022654255
2020-04-18T20:00:00.000000Z,4.48,52.9,-21.39,-0.2,-1.76,-0.34,4.03,4.79,4.68,0.41831880022654255
2020-04-18T20:30:00.000000Z,4.49,55.5,-20.86,-0.14,-1.74,-0.31,4.0,4.69,4.61,0.41831880022654255
2020-04-18T21:00:00.000000Z,4.54,58.3,-19.99,-0.09,-1.76,-0.3,3.96,4.62,4.55,0.42001189865547817
2020-04-18T21:30:00.000000Z,4.63,59.0,-23.03,-0.06,-1.89,-0.29,3.93,4.55,4.48,0.41916373162984266
2020-04-18T22:00:00.000000Z,4.49,58.8,-41.11,-0.08,-3.32,-0.4,3.89,4.49,4.43,0.41916373162984266
2020-04-18T22:30:00.000000Z,3.87,54.8,-68.71,-0.07,-5.78,-0.54,3.75,4.43,4.37,0.41916373162984266
2020-04-18T23:00:00.000000Z,3.16,54.8,-66.92,0.04,-5.75,-0.57,3.52,4.36,4.32,0.41831880022654255
2020-04-18T23:30:00.000000Z,2.44,53.8,-65.88,-0.14,-6.05,-0.76,3.28,4.26,4.27,0.41831880022654255
2020-04-19T00:00:00.000000Z,1.69,55.4,-62.38,-0.13,-5.97,-0.81,3.03,4.14,4.21,0.41831880022654255
2020-04-19T00:30:00.000000Z,1.73,55.1,-63.56,0.04,-5.54,-0.55,2.83,4.01,4.15,0.41831880022654255
2020-04-19T01:00:00.000000Z,2.08,53.1,-67.86,-0.07,-5.2,-0.46,2.67,3.88,4.09,0.41831880022654255
2020-04-19T01:30:00.000000Z,2.0,51.6,-68.05,-0.05,-5.54,-0.52,2.53,3.75,4.02,0.41831880022654255
2020-04-19T02:00:00.000000Z,1.77,54.3,-67.84,0.07,-5.67,-0.56,2.4,3.64,3.95,0.41831880022654255
2020-04-19T02:30:00.000000Z,1.05,54.2,-63.04,4.06,-3.7,-0.25,2.28,3.53,3.88,0.41831880022654255
2020-04-19T03:00:00.000000Z,0.6,55.7,-55.45,27.36,5.94,1.4,2.15,3.42,3.81,0.41831880022654255
2020-04-19T03:30:00.000000Z,1.46,57.8,-40.44,89.04,49.89,16.83,2.06,3.31,3.74,0.41831880022654255
2020-04-19T04:00:00.000000Z,2.26,61.6,-22.45,198.2,108.91,31.17,2.0,3.22,3.67,0.41831880022654255
2020-04-19T04:30:00.000000Z,3.17,62.8,-0.98,339.11,175.78,42.7,2.0,3.13,3.61,0.41831880022654255
2020-04-19T05:00:00.000000Z,4.0,63.6,33.46,483.18,248.19,48.51,2.07,3.07,3.54,0.41831880022654255
2020-04-19T05:30:00.000000Z,4.46,60.3,76.87,619.93,319.37,58.03,2.31,3.05,3.49,0.41831880022654255
