PeriodStartUTC0,TemperatureAir,RelativeHumidity,NetRadiation,PAR,CMP,CMPRefl,TemperatureSoil5cm,TemperatureSoil10cm,TemperatureSoil30cm,SoilMoisture
2020-04-19T06:00:00.000000Z,5.2,57.0,123.1,745.44,386.67,68.14,2.63,3.07,3.44,0.41831880022654255
2020-04-19T06:30:00.000000Z,5.83,52.9,165.2,855.37,449.56,79.08,3.02,3.16,3.4,0.41831880022654255
2020-04-19T07:00:00.000000Z,6.6,48.2,209.84,962.07,511.48,88.89,3.46,3.3,3.38,0.41831880022654255
2020-04-19T07:30:00.000000Z,7.17,45.0,257.08,1060.25,566.21,94.81,3.94,3.47,3.38,0.41831880022654255
2020-04-19T08:00:00.000000Z,7.66,44.0,314.49,1129.79,603.39,99.51,4.44,3.67,3.42,0.41747706381139293
2020-04-19T08:30:00.000000Z,8.23,41.4,362.1,1197.95,637.38,103.95,4.92,3.9,3.48,0.41747706381139293
2020-04-19T09:00:00.000000Z,8.58,41.7,381.71,1250.04,663.44,108.1,5.45,4.14,3.56,0.4166384821623761
2020-04-19T09:30:00.000000Z,8.79,43.2,353.3,1179.4,618.42,99.68,5.97,4.4,3.66,0.4166384821623761
2020-04-19T10:00:00.000000Z,9.33,42.3,409.05,1311.0,689.81,113.01,6.48,4.67,3.78,0.4166384821623761
2020-04-19T10:30:00.000000Z,9.64,42.4,348.08,1127.43,584.73,95.42,6.98,4.94,3.92,0.41580301546727405
2020-04-19T11:00:00.000000Z,9.79,43.7,367.45,1221.41,635.53,106.42,7.31,5.22,4.06,0.41580301546727405
2020-04-19T11:30:00.000000Z,10.45,42.1,408.41,1312.86,688.02,116.87,7.59,5.49,4.22,0.41580301546727405
2020-04-19T12:00:00.000000Z,10.71,42.9,343.78,1138.39,587.92,100.27,7.82,5.74,4.38,0.4149706243212905
2020-04-19T12:30:00.000000Z,11.38,41.0,344.83,1150.81,599.27,105.15,8.08,5.98,4.54,0.4149706243212905
2020-04-19T13:00:00.000000Z,11.54,41.1,253.47,911.67,464.31,81.17,8.23,6.21,4.7,0.4149706243212905
2020-04-19T13:30:00.000000Z,12.34,38.6,250.14,907.08,463.98,84.28,8.33,6.42,4.85,0.41414126972468734
2020-04-19T14:00:00.000000Z,11.31,43.9,184.63,682.41,343.79,62.32,8.43,6.58,5.0,0.41414126972468734
2020-04-19T14:30:00.000000Z,10.15,47.5,104.42,404.66,201.61,37.27,8.47,6.72,5.14,0.41414126972468734
2020-04-19T15:00:00.000000Z,10.84,45.1,164.4,601.37,309.3,67.55,8.44,6.84,5.26,0.4133149130804199
2020-04-19T15:30:00.000000Z,10.06,45.4,107.03,492.56,250.91,62.97,8.43,6.92,5.37,0.4133149130804199
2020-04-19T16:00:00.000000Z,9.45,48.5,21.16,287.97,141.18,40.62,8.21,6.98,5.46,0.4133149130804199
2020-04-19T16:30:00.000000Z,8.83,50.0,-48.03,100.6,32.33,4.79,7.8,6.99,5.53,0.4124915161917997
2020-04-19T17:00:00.000000Z,8.43,52.6,-56.93,61.6,16.9,2.33,7.36,6.92,5.58,0.4124915161917997
2020-04-19T17:30:00.000000Z,7.81,54.5,-56.31,26.67,6.35,1.27,6.95,6.81,5.61,0.4124915161917997
2020-04-19T18:00:00.000000Z,7.47,57.4,-34.69,2.69,-2.17,-0.36,6.61,6.67,5.61,0.4124915161917997
2020-04-19T18:30:00.000000Z,7.49,56.2,-21.61,0.12,-1.88,-0.36,6.39,6.53,5.6,0.4124915161917997
2020-04-19T19:00:00.000000Z,7.36,58.0,-19.77,0.0,-1.93,-0.39,6.26,6.41,5.57,0.4124915161917997
2020-04-19T19:30:00.000000Z,7.2,57.2,-19.73,-0.02,-1.96,-0.39,6.14,6.31,5.54,0.4124915161917997
2020-04-19T20:00:00.000000Z,7.06,58.5,-18.43,0.05,-1.95,-0.38,6.03,6.21,5.5,0.4124915161917997
2020-04-19T20:30:00.000000Z,6.91,58.0,-18.32,-0.2,-2.0,-0.51,5.92,6.13,5.46,0.4124915161917997
2020-04-19T21:00:00.000000Z,6.57,61.7,-17.68,0.04,-2.07,-0.48,5.82,6.04,5.42,0.4124915161917997
2020-04-19T21:30:00.000000Z,6.04,64.0,-16.82,-0.03,-2.05,-0.5,5.72,5.96,5.38,0.4124915161917997
2020-04-19T22:00:00.000000Z,5.86,65.7,-17.48,-0.02,-1.84,-0.35,5.63,5.89,5.34,0.4124915161917997
2020-04-19T22:30:00.000000Z,6.04,63.9,-20.31,-0.06,-1.84,-0.34,5.54,5.82,5.29,0.4124915161917997
2020-04-19T23:00:00.000000Z,6.06,65.2,-19.63,-0.05,-1.76,-0.33,5.44,5.75,5.25,0.411671041260123
2020-04-19T23:30:00.000000Z,5.95,64.9,-17.84,-0.02,-1.79,-0.34,5.36,5.68,5.22,0.411671041260123
2020-04-20T00:00:00.000000Z,5.87,67.5,-18.1,-0.06,-1.72,-0.34,5.28,5.61,5.18,0.411671041260123
2020-04-20T00:30:00.000000Z,5.81,68.2,-17.08,-0.01,-1.65,-0.31,5.22,5.55,5.14,0.411671041260123
2020-04-20T01:00:00.000000Z,5.59,71.3,-19.72,0.0,-1.84,-0.3,5.16,5.49,5.1,0.411671041260123
2020-04-20T01:30:00.000000Z,5.08,69.3,-52.89,-0.08,-4.81,-0.63,5.06,5.43,5.06,0.411671041260123
2020-04-20T02:00:00.000000Z,3.48,68.1,-54.81,0.18,-6.11,-1.01,4.79,5.37,5.02,0.411671041260123
2020-04-20T02:30:00.000000Z,2.15,71.0,-48.25,5.02,-2.23,-0.07,4.46,5.27,4.98,0.411671041260123
2020-04-20T03:00:00.000000Z,1.34,74.1,-34.68,29.06,11.3,3.04,4.18,5.13,4.94,0.411671041260123
2020-04-20T03:30:00.000000Z,3.03,80.2,-4.74,70.08,34.65,7.3,4.04,4.99,4.89,0.411671041260123
2020-04-20T04:00:00.000000Z,4.63,80.0,11.64,83.57,39.25,6.56,4.13,4.87,4.83,0.411671041260123
2020-04-20T04:30:00.000000Z,5.07,75.9,16.07,97.44,43.86,6.65,4.32,4.81,4.77,0.411671041260123
2020-04-20T05:00:00.000000Z,5.47,76.8,33.66,157.17,71.58,10.64,4.51,4.79,4.72,0.411671041260123
2020-04-20T05:30:00.000000Z,6.06,73.2,61.9,249.42,116.71,17.86,4.77,4.81,4.68,0.411671041260123
2020-04-20T06:00:00.000000Z,7.11,70.3,84.8,327.55,155.74,23.65,5.12,4.86,4.65,0.41085345088235137
2020-04-20T06:30:00.000000Z,7.84,65.8,100.43,375.61,179.61,27.37,5.5,4.96,4.63,0.41085345088235137
2020-04-20T07:00:00.000000Z,8.72,63.5,130.53,478.39,231.55,35.2,5.9,5.08,4.62,0.41085345088235137
2020-04-20T07:30:00.000000Z,9.66,58.6,163.2,575.62,281.25,42.78,6.39,5.24,4.64,0.4100387080487633
2020-04-20T08:00:00.000000Z,10.36,57.0,200.36,690.22,341.01,52.91,6.93,5.44,4.67,0.4100387080487633
2020-04-20T08:30:00.000000Z,10.9,52.1,238.56,807.69,401.48,63.22,7.49,5.67,4.71,0.4100387080487633
2020-04-20T09:00:00.000000Z,11.66,48.9,229.88,788.54,389.36,61.2,8.01,5.92,4.78,0.4100387080487633
2020-04-20T09:30:00.000000Z,11.47,49.5,211.58,726.7,356.78,56.52,8.45,6.19,4.86,0.4092267761406245
2020-04-20T10:00:00.000000Z,11.83,52.2,294.14,955.22,475.44,75.87,8.82,6.45,4.95,0.4092267761406245
2020-04-20T10:30:00.000000Z,11.67,54.5,286.84,959.36,481.42,77.82,9.27,6.71,5.06,0.4092267761406245
2020-04-20T11:00:00.000000Z,12.48,54.5,347.35,1176.91,598.83,98.86,9.61,6.97,5.18,0.40841761892786943
2020-04-20T11:30:00.000000Z,13.04,50.1,307.29,1067.21,540.84,90.15,9.83,7.21,5.31,0.40841761892786943
2020-04-20T12:00:00.000000Z,12.78,48.8,257.26,877.44,446.87,74.55,9.97,7.43,5.45,0.4076112005667767
2020-04-20T12:30:00.000000Z,12.94,47.5,218.59,623.32,410.47,69.21,10.07,7.64,5.59,0.4076112005667767
2020-04-20T13:00:00.000000Z,12.83,46.7,261.58,873.04,480.51,85.43,10.1,7.82,5.74,0.4076112005667767
2020-04-20T13:30:00.000000Z,12.5,46.1,201.3,783.23,390.69,70.02,10.03,7.96,5.87,0.4068074855976591
2020-04-20T14:00:00.000000Z,11.85,49.2,172.9,714.66,355.12,65.68,9.92,8.05,6.0,0.4068074855976591
2020-04-20T14:30:00.000000Z,10.84,49.9,127.35,574.5,283.28,54.33,9.78,8.11,6.12,0.4068074855976591
2020-04-20T15:00:00.000000Z,10.03,52.7,71.2,397.03,193.51,35.85,9.57,8.14,6.22,0.4068074855976591
2020-04-20T15:30:00.000000Z,9.37,53.3,31.43,278.93,134.94,24.43,9.33,8.14,6.31,0.4060064389425557
2020-04-20T16:00:00.000000Z,8.94,55.9,7.08,217.36,103.48,20.13,9.05,8.1,6.38,0.4060064389425557
2020-04-20T16:30:00.000000Z,8.3,56.6,-19.69,137.94,62.6,11.55,8.71,8.04,6.43,0.40520802590294025
2020-04-20T17:00:00.000000Z,7.76,59.4,-39.18,82.21,34.61,6.67,8.33,7.94,6.45,0.40520802590294025
2020-04-20T17:30:00.000000Z,7.12,61.2,-49.33,34.94,12.51,2.75,7.92,7.81,6.46,0.40520802590294025
2020-04-20T18:00:00.000000Z,6.58,64.0,-58.4,5.82,-1.53,0.31,7.52,7.66,6.46,0.40520802590294025
2020-04-20T18:30:00.000000Z,5.82,63.8,-56.99,0.07,-5.56,-0.75,7.12,7.49,6.43,0.40520802590294025
2020-04-20T19:00:00.000000Z,4.8,66.2,-53.62,-0.22,-5.47,-0.75,6.74,7.31,6.39,0.40520802590294025
2020-04-20T19:30:00.000000Z,3.96,67.6,-51.9,-0.15,-5.01,-0.63,6.37,7.11,6.34,0.40520802590294025
2020-04-20T20:00:00.000000Z,3.97,70.8,-53.0,-0.1,-4.46,-0.18,6.04,6.92,6.28,0.40520802590294025
2020-04-20T20:30:00.000000Z,4.54,68.9,-54.65,0.05,-4.96,-0.4,5.76,6.72,6.21,0.40520802590294025
2020-04-20T21:00:00.000000Z,5.01,71.3,-60.28,-0.06,-4.91,-0.43,5.53,6.53,6.13,0.40520802590294025
2020-04-20T21:30:00.000000Z,5.25,70.4,-63.89,0.02,-4.76,-0.34,5.36,6.36,6.05,0.40520802590294025
2020-04-20T22:00:00.000000Z,5.12,71.7,-61.92,0.02,-5.18,-0.51,5.21,6.2,5.97,0.40520802590294025
2020-04-20T22:30:00.000000Z,4.42,71.0,-54.17,-0.19,-5.19,-0.76,5.06,6.06,5.88,0.40520802590294025
2020-04-20T23:00:00.000000Z,3.43,70.7,-54.21,-0.04,-5.28,-0.77,4.88,5.93,5.8,0.40520802590294025
2020-04-20T23:30:00.000000Z,2.43,72.6,-54.08,-0.1,-5.18,-0.6,4.65,5.8,5.72,0.40520802590294025
2020-04-21T00:00:00.000000Z,1.48,72.4,-55.04,0.03,-5.14,-0.53,4.41,5.65,5.64,0.40520802590294025
2020-04-21T00:30:00.000000Z,1.76,74.0,-56.55,-0.08,-4.68,-0.05,4.18,5.5,5.55,0.40520802590294025
2020-04-21T01:00:00.000000Z,1.83,70.1,-54.39,-0.03,-5.0,-0.45,3.98,5.35,5.47,0.40520802590294025
2020-04-21T01:30:00.000000Z,2.0,68.5,-55.97,0.04,-5.09,-0.42,3.8,5.2,5.38,0.40520802590294025
2020-04-21T02:00:00.000000Z,0.78,70.1,-54.85,0.28,-4.79,-0.62,3.63,5.05,5.29,0.40520802590294025
2020-04-21T02:30:00.000000Z,0.35,70.6,-53.1,6.95,-1.66,0.2,3.46,4.91,5.21,0.40520802590294025
2020-04-21T03:00:00.000000Z,0.25,75.2,-44.93,37.95,12.65,3.71,3.3,4.77,5.12,0.40520802590294025
2020-04-21T03:30:00.000000Z,0.88,79.5,-20.35,130.97,66.89,22.7,3.19,4.64,5.03,0.40520802590294025
2020-04-21T04:00:00.000000Z,2.61,85.4,-1.93,251.91,123.97,33.99,3.14,4.51,4.94,0.40520802590294025
2020-04-21T04:30:00.000000Z,5.58,72.4,4.81,387.65,193.35,45.03,3.2,4.4,4.86,0.40520802590294025
2020-04-21T05:00:00.000000Z,6.8,67.9,44.72,523.76,264.45,49.67,3.47,4.34,4.79,0.40520802590294025
2020-04-21T05:30:00.000000Z,7.87,63.0,87.4,649.11,333.36,58.17,3.9,4.35,4.72,0.40520802590294025
2020-04-21T06:00:00.000000Z,8.84,59.7,132.58,767.77,400.12,68.26,4.35,4.43,4.67,0.4044122121574065
2020-04-21T06:30:00.000000Z,9.61,54.5,176.37,877.99,464.1,79.72,4.85,4.57,4.63,0.4044122121574065
2020-04-21T07:00:00.000000Z,10.49,50.1,219.39,979.02,521.98,88.6,5.41,4.76,4.62,0.4044122121574065
2020-04-21T07:30:00.000000Z,11.43,37.5,266.16,1074.21,577.35,96.17,5.94,5.0,4.64,0.4036189637593872
2020-04-21T08:00:00.000000Z,12.13,33.3,329.58,1156.34,620.59,102.24,6.38,5.25,4.69,0.4036189637593872
2020-04-21T08:30:00.000000Z,12.91,32.2,371.28,1223.75,653.67,106.52,6.84,5.5,4.77,0.4028282471348863
2020-04-21T09:00:00.000000Z,13.71,31.1,394.77,1275.18,677.7,109.47,7.36,5.75,4.87,0.4028282471348863
2020-04-21T09:30:00.000000Z,14.23,27.6,407.24,1309.71,695.22,113.1,7.91,6.03,4.99,0.4028282471348863
2020-04-21T10:00:00.000000Z,14.85,27.5,408.06,1326.56,698.59,113.32,8.39,6.3,5.12,0.40204002908017733
2020-04-21T10:30:00.000000Z,15.55,25.7,407.5,1322.99,691.21,111.5,8.92,6.58,5.27,0.4012542767595524
2020-04-21T11:00:00.000000Z,15.41,26.5,396.31,1301.19,678.51,111.3,9.31,6.86,5.42,0.4012542767595524
2020-04-21T11:30:00.000000Z,15.9,26.2,380.92,1260.71,648.9,109.07,9.6,7.14,5.59,0.4004709577030332
2020-04-21T12:00:00.000000Z,16.37,26.6,353.18,1203.17,621.64,104.62,9.8,7.41,5.77,0.4004709577030332
2020-04-21T12:30:00.000000Z,16.44,26.3,328.5,1130.06,580.05,99.3,9.93,7.66,5.95,0.39969003980413076
2020-04-21T13:00:00.000000Z,16.55,26.0,295.01,1042.33,532.35,93.83,10.05,7.89,6.12,0.39891149131758485
2020-04-21T13:30:00.000000Z,17.06,25.5,245.63,942.65,477.28,86.23,10.18,8.09,6.3,0.39891149131758485
2020-04-21T14:00:00.000000Z,16.27,31.0,201.04,832.71,417.68,79.53,10.28,8.26,6.46,0.398135280857113
2020-04-21T14:30:00.000000Z,15.59,33.1,158.74,715.2,353.93,75.1,10.24,8.4,6.61,0.398135280857113
2020-04-21T15:00:00.000000Z,15.3,34.8,110.67,592.85,287.61,67.71,10.1,8.49,6.75,0.398135280857113
2020-04-21T15:30:00.000000Z,14.66,36.1,63.2,464.19,220.32,59.07,9.89,8.54,6.87,0.397361377393167
2020-04-21T16:00:00.000000Z,13.91,38.6,12.51,292.89,137.25,39.93,9.64,8.55,6.96,0.39658975025069676
2020-04-21T16:30:00.000000Z,13.04,39.7,-54.57,88.9,25.22,2.71,9.3,8.52,7.02,0.39658975025069676
2020-04-21T17:00:00.000000Z,12.24,43.0,-54.67,62.96,15.08,1.09,8.92,8.45,7.06,0.39658975025069676
2020-04-21T17:30:00.000000Z,10.5,50.3,-54.51,30.71,4.39,-0.21,8.51,8.34,7.08,0.39658975025069676
2020-04-21T18:00:00.000000Z,9.43,57.3,-58.58,6.34,-3.55,-0.99,8.1,8.2,7.08,0.39658975025069676
2020-04-21T18:30:00.000000Z,8.45,60.1,-58.76,0.24,-6.04,-1.31,7.71,8.04,7.05,0.39658975025069676
2020-04-21T19:00:00.000000Z,8.55,62.2,-64.88,0.16,-5.54,-0.9,7.36,7.86,7.01,0.39658975025069676
2020-04-21T19:30:00.000000Z,8.49,62.9,-65.94,0.0,-5.83,-0.79,7.09,7.68,6.96,0.3958203691069304
2020-04-21T20:00:00.000000Z,7.77,66.8,-61.46,-0.03,-5.97,-0.95,6.86,7.51,6.89,0.3958203691069304
2020-04-21T20:30:00.000000Z,7.53,67.3,-59.74,0.04,-5.93,-0.85,6.64,7.35,6.82,0.3958203691069304
2020-04-21T21:00:00.000000Z,6.39,70.3,-52.06,-0.02,-5.51,-0.98,6.41,7.2,6.75,0.3958203691069304
2020-04-21T21:30:00.000000Z,5.85,71.4,-45.73,-0.09,-4.54,-0.73,6.18,7.05,6.67,0.3958203691069304
2020-04-21T22:00:00.000000Z,5.61,71.4,-51.21,0.04,-5.09,-0.86,5.99,6.9,6.59,0.3958203691069304
2020-04-21T22:30:00.000000Z,5.47,71.6,-54.31,-0.01,-5.24,-0.74,5.77,6.75,6.51,0.3958203691069304
2020-04-21T23:00:00.000000Z,4.74,72.5,-51.9,-0.06,-5.21,-0.76,5.56,6.6,6.43,0.3958203691069304
2020-04-21T23:30:00.000000Z,4.0,72.9,-49.62,-0.16,-5.26,-0.83,5.35,6.46,6.34,0.3958203691069304
2020-04-22T00:00:00.000000Z,3.15,74.6,-49.06,-0.02,-4.75,-0.53,5.13,6.31,6.26,0.3958203691069304
2020-04-22T00:30:00.000000Z,3.12,75.1,-50.55,-0.11,-4.3,-0.56,4.92,6.16,6.17,0.3958203691069304
2020-04-22T01:00:00.000000Z,2.77,73.1,-50.09,-0.1,-4.43,-0.57,4.75,6.01,6.09,0.3958203691069304
2020-04-22T01:30:00.000000Z,2.6,76.5,-51.16,0.03,-4.52,-0.51,4.58,5.87,6.0,0.3950532039891317
2020-04-22T02:00:00.000000Z,1.75,75.1,-50.51,0.41,-4.48,-0.52,4.41,5.73,5.91,0.3950532039891317
2020-04-22T02:30:00.000000Z,1.09,76.0,-48.96,7.23,-1.15,0.16,4.25,5.6,5.83,0.3950532039891317
2020-04-22T03:00:00.000000Z,0.94,78.1,-39.61,41.13,15.42,4.47,4.1,5.46,5.74,0.3950532039891317
2020-04-22T03:30:00.000000Z,2.12,85.2,-14.41,137.2,69.9,22.29,4.0,5.33,5.65,0.3950532039891317
2020-04-22T04:00:00.000000Z,5.19,79.4,-10.41,254.18,126.1,34.27,3.98,5.2,5.57,0.3950532039891317
2020-04-22T04:30:00.000000Z,6.69,67.4,15.44,390.35,194.4,45.38,4.13,5.11,5.49,0.3942882252723865
2020-04-22T05:00:00.000000Z,7.17,64.5,50.56,523.86,263.35,50.5,4.39,5.08,5.41,0.3942882252723865
2020-04-22T05:30:00.000000Z,8.2,57.9,90.94,649.24,331.56,58.67,4.76,5.1,5.35,0.3942882252723865
2020-04-22T06:00:00.000000Z,9.11,53.5,134.09,767.33,396.94,68.33,5.17,5.17,5.3,0.3942882252723865
2020-04-22T06:30:00.000000Z,9.52,50.4,175.3,875.38,458.97,78.66,5.65,5.31,5.27,0.3942882252723865
2020-04-22T07:00:00.000000Z,10.41,48.8,217.94,976.15,517.08,87.6,6.17,5.49,5.27,0.393525403677391
2020-04-22T07:30:00.000000Z,10.91,46.2,261.47,1070.39,566.9,92.49,6.69,5.7,5.28,0.39276471026825277
2020-04-22T08:00:00.000000Z,11.46,44.7,322.76,1152.17,608.74,97.13,7.23,5.94,5.33,0.39276471026825277
2020-04-22T08:30:00.000000Z,12.41,41.9,369.75,1219.21,644.18,102.72,7.8,6.21,5.41,0.39276471026825277
2020-04-22T09:00:00.000000Z,12.91,41.1,389.0,1282.98,672.27,105.23,8.41,6.5,5.51,0.39200611645027106
2020-04-22T09:30:00.000000Z,13.35,39.6,388.25,1271.74,659.74,103.71,9.04,6.81,5.63,0.39200611645027106
2020-04-22T10:00:00.000000Z,13.93,38.8,361.32,1201.94,619.0,99.19,9.68,7.13,5.77,0.39124959396775294
2020-04-22T10:30:00.000000Z,13.43,39.8,316.77,1087.51,559.15,89.99,10.12,7.46,5.92,0.390495114901817
2020-04-22T11:00:00.000000Z,14.3,38.7,397.21,1298.45,674.83,110.92,10.38,7.77,6.09,0.390495114901817
2020-04-22T11:30:00.000000Z,14.59,38.0,375.16,1260.01,649.63,105.82,10.62,8.04,6.26,0.3897426516682132
2020-04-22T12:00:00.000000Z,14.8,37.8,351.02,1201.8,617.38,102.95,10.83,8.29,6.44,0.3897426516682132
2020-04-22T12:30:00.000000Z,14.83,37.2,301.5,1130.2,579.24,99.08,11.02,8.54,6.62,0.38899217701514477
2020-04-22T13:00:00.000000Z,14.56,41.5,284.04,1037.49,532.17,95.34,11.16,8.78,6.8,0.38899217701514477
2020-04-22T13:30:00.000000Z,14.18,43.3,246.63,940.79,480.4,88.72,11.25,8.99,6.98,0.3882436640210907
2020-04-22T14:00:00.000000Z,13.97,44.2,201.73,831.35,419.22,80.65,11.26,9.15,7.15,0.387497086092643
2020-04-22T14:30:00.000000Z,13.72,43.8,154.78,706.66,350.11,73.85,11.15,9.26,7.3,0.387497086092643
2020-04-22T15:00:00.000000Z,13.4,45.5,97.36,549.76,265.5,61.49,10.94,9.32,7.43,0.3867524169623433
2020-04-22T15:30:00.000000Z,12.8,44.3,65.51,469.79,224.36,59.96,10.66,9.33,7.54,0.3867524169623433
2020-04-22T16:00:00.000000Z,12.13,41.9,16.16,302.91,142.43,40.71,10.32,9.3,7.62,0.3860096306865297
2020-04-22T16:30:00.000000Z,11.24,41.8,-39.07,116.96,43.29,6.86,9.91,9.23,7.67,0.3860096306865297
2020-04-22T17:00:00.000000Z,10.52,40.4,-39.28,83.97,35.42,6.55,9.5,9.12,7.7,0.3860096306865297
2020-04-22T17:30:00.000000Z,9.7,43.5,-51.57,32.65,10.59,2.2,9.11,8.98,7.7,0.3860096306865297
2020-04-22T18:00:00.000000Z,8.65,49.1,-70.5,6.13,-4.44,-0.66,8.69,8.83,7.68,0.3852687016431795
2020-04-22T18:30:00.000000Z,6.86,55.8,-60.36,0.25,-6.53,-1.2,8.22,8.65,7.65,0.3852687016431795
2020-04-22T19:00:00.000000Z,5.51,60.0,-56.95,0.03,-5.47,-0.74,7.79,8.45,7.6,0.3852687016431795
2020-04-22T19:30:00.000000Z,4.56,61.6,-53.69,-0.09,-5.65,-0.85,7.39,8.23,7.53,0.3852687016431795
2020-04-22T20:00:00.000000Z,3.5,65.6,-52.03,-0.1,-5.22,-0.56,7.03,8.02,7.46,0.3852687016431795
2020-04-22T20:30:00.000000Z,3.04,64.9,-50.96,-0.09,-4.57,-0.26,6.69,7.8,7.37,0.3852687016431795
2020-04-22T21:00:00.000000Z,3.26,66.7,-51.65,-0.13,-4.54,-0.26,6.39,7.59,7.28,0.3852687016431795
2020-04-22T21:30:00.000000Z,3.2,65.4,-51.14,-0.01,-4.63,-0.34,6.12,7.38,7.18,0.3852687016431795
2020-04-22T22:00:00.000000Z,2.61,67.8,-49.92,0.04,-4.89,-0.42,5.87,7.19,7.08,0.3852687016431795
2020-04-22T22:30:00.000000Z,1.68,69.3,-49.29,-0.06,-4.74,-0.18,5.62,7.0,6.97,0.384529604529781
2020-04-22T23:00:00.000000Z,1.43,68.5,-49.22,-0.14,-4.48,-0.1,5.39,6.82,6.87,0.384529604529781
2020-04-22T23:30:00.000000Z,0.84,71.3,-50.5,-0.04,-4.57,-0.18,5.17,6.64,6.76,0.384529604529781
2020-04-23T00:00:00.000000Z,0.05,70.6,-50.75,-0.01,-4.59,-0.18,4.96,6.46,6.65,0.384529604529781
2020-04-23T00:30:00.000000Z,-0.32,71.1,-48.76,-0.11,-4.19,0.08,4.75,6.29,6.55,0.384529604529781
2020-04-23T01:00:00.000000Z,-0.38,72.6,-43.73,0.01,-3.51,0.27,4.57,6.13,6.44,0.384529604529781
2020-04-23T01:30:00.000000Z,-0.56,71.4,-49.73,-0.02,-4.42,0.08,4.41,5.97,6.34,0.384529604529781
2020-04-23T02:00:00.000000Z,-0.81,72.9,-50.52,0.59,-3.85,0.28,4.24,5.82,6.23,0.384529604529781
2020-04-23T02:30:00.000000Z,-0.91,72.3,-47.24,9.48,0.83,1.31,4.06,5.67,6.13,0.384529604529781
2020-04-23T03:00:00.000000Z,-0.73,77.5,-35.33,48.32,24.09,10.11,3.9,5.52,6.03,0.384529604529781
2020-04-23T03:30:00.000000Z,0.48,81.2,-13.85,135.96,72.77,21.44,3.82,5.38,5.93,0.384529604529781
2020-04-23T04:00:00.000000Z,2.44,88.5,1.26,252.46,118.5,29.78,3.81,5.26,5.83,0.384529604529781
2020-04-23T04:30:00.000000Z,4.43,82.2,32.92,419.15,201.12,44.43,3.91,5.13,5.74,0.384529604529781
2020-04-23T05:00:00.000000Z,6.57,68.1,54.61,533.19,266.83,48.91,4.21,5.08,5.66,0.384529604529781
2020-04-23T05:30:00.000000Z,8.27,60.8,101.92,671.95,342.3,56.77,4.67,5.1,5.59,0.3837923143611821
2020-04-23T06:00:00.000000Z,9.38,54.6,136.83,774.81,399.41,65.45,5.18,5.19,5.53,0.3837923143611821
2020-04-23T06:30:00.000000Z,9.88,51.8,177.99,877.97,460.58,77.39,5.74,5.35,5.5,0.3837923143611821
2020-04-23T07:00:00.000000Z,11.01,48.2,214.11,980.87,516.2,85.13,6.32,5.57,5.49,0.3837923143611821
2020-04-23T07:30:00.000000Z,11.36,45.9,259.19,1075.1,564.0,89.67,6.9,5.84,5.51,0.38305680646746465
2020-04-23T08:00:00.000000Z,11.7,46.8,322.69,1155.29,609.12,97.74,7.49,6.12,5.56,0.38305680646746465
2020-04-23T08:30:00.000000Z,12.37,43.7,369.96,1222.24,643.79,102.49,8.06,6.42,5.65,0.38232305649181386
2020-04-23T09:00:00.000000Z,12.51,43.9,390.74,1273.7,671.06,107.99,8.69,6.74,5.76,0.38232305649181386
2020-04-23T09:30:00.000000Z,13.02,42.6,399.63,1308.32,686.99,111.03,9.27,7.06,5.89,0.38159104038840175
2020-04-23T10:00:00.000000Z,12.96,44.1,410.89,1331.81,697.77,114.29,9.82,7.39,6.05,0.38159104038840175
2020-04-23T10:30:00.000000Z,13.17,43.1,412.08,1335.58,697.21,114.67,10.3,7.71,6.21,0.38086073442027235
2020-04-23T11:00:00.000000Z,13.35,43.9,405.65,1321.36,689.85,116.03,10.66,8.02,6.39,0.380132115157235
2020-04-23T11:30:00.000000Z,13.77,43.3,378.87,1261.51,653.68,109.94,10.95,8.32,6.58,0.380132115157235
2020-04-23T12:00:00.000000Z,14.11,43.8,425.64,1364.4,712.12,122.06,11.19,8.61,6.77,0.3794051594737522
2020-04-23T12:30:00.000000Z,14.39,42.1,420.03,1327.52,690.85,120.61,11.58,8.89,6.96,0.3794051594737522
2020-04-23T13:00:00.000000Z,13.59,45.4,298.72,1053.88,541.08,97.19,11.85,9.18,7.15,0.378679844546856
2020-04-23T13:30:00.000000Z,13.34,39.5,249.01,933.71,476.82,88.5,11.81,9.43,7.34,0.37795614785404696
2020-04-23T14:00:00.000000Z,13.28,36.9,177.06,743.4,374.76,70.94,11.64,9.59,7.51,0.37795614785404696
2020-04-23T14:30:00.000000Z,13.47,37.0,183.75,756.52,383.23,78.27,11.45,9.67,7.67,0.37723404717121234
2020-04-23T15:00:00.000000Z,13.28,36.2,121.26,597.5,298.13,65.78,11.26,9.7,7.8,0.37723404717121234
2020-04-23T15:30:00.000000Z,12.63,34.8,97.47,528.84,265.83,65.39,10.97,9.69,7.89,0.37651352057054366
2020-04-23T16:00:00.000000Z,12.02,36.6,57.8,399.1,202.45,51.38,10.66,9.65,7.97,0.37651352057054366
2020-04-23T16:30:00.000000Z,10.89,40.6,-28.37,149.3,64.39,11.66,10.28,9.58,8.02,0.37579454641847043
2020-04-23T17:00:00.000000Z,10.19,42.1,-46.06,88.2,37.23,7.11,9.81,9.47,8.04,0.37579454641847043
2020-04-23T17:30:00.000000Z,9.28,44.5,-58.35,39.5,14.71,3.38,9.32,9.31,8.04,0.37579454641847043
